City;PLZ;State
Halle/ Saale;6118;Sachsen-Anhalt
Dessau-Roßlau;6847;Sachsen-Anhalt
Elsteraue;6729;Sachsen-Anhalt
Halle/ Saale;6132;Sachsen-Anhalt
Halle/ Saale;6130;Sachsen-Anhalt
Landsberg;6188;Sachsen-Anhalt
Zörbig;6780;Sachsen-Anhalt
Roitzsch, Petersroda;6809;Sachsen-Anhalt
Eichenbarleben, Irxleben, Niederndodeleben u.a.;39167;Sachsen-Anhalt
Magdeburg;39118;Sachsen-Anhalt
Magdeburg;39114;Sachsen-Anhalt
Börde-Hakel;39448;Sachsen-Anhalt
Dessau-Roßlau;6849;Sachsen-Anhalt
Jessen (Elster);6917;Sachsen-Anhalt
Tangerhütte u.a.;39517;Sachsen-Anhalt
Magdeburg;39130;Sachsen-Anhalt
Magdeburg;39120;Sachsen-Anhalt
Magdeburg;39106;Sachsen-Anhalt
Meineweh, Osterfeld;6721;Sachsen-Anhalt
Südharz, Berga;6536;Sachsen-Anhalt
Allstedt;6542;Sachsen-Anhalt
Südliches Anhalt u.a.;6369;Sachsen-Anhalt
Dessau-Roßlau;6861;Sachsen-Anhalt
Freyburg, Balgstädt;6632;Sachsen-Anhalt
Hergisdorf;6313;Sachsen-Anhalt
Gerbstedt;6347;Sachsen-Anhalt
Magdeburg;39116;Sachsen-Anhalt
Könnern;6420;Sachsen-Anhalt
Magdeburg;39114;Sachsen-Anhalt
Biederitz, Gerwisch, Menz u.a.;39175;Sachsen-Anhalt
Schönebeck (Elbe);39217;Sachsen-Anhalt
Thale, Blankenburg;6502;Sachsen-Anhalt
Dessau-Roßlau;6846;Sachsen-Anhalt
Dessau-Roßlau;6862;Sachsen-Anhalt
Nienburg (Saale);6429;Sachsen-Anhalt
Gommern, Dannigkow;39245;Sachsen-Anhalt
Osternienburger Land;6386;Sachsen-Anhalt
Halberstadt, Groß Quenstedt;38822;Sachsen-Anhalt
Oebisfelde;39646;Sachsen-Anhalt
Ballenstedt, Harzgerode;6493;Sachsen-Anhalt
Appen;25482;Schleswig-Holstein
Quickborn;25451;Schleswig-Holstein
Nahe;23866;Schleswig-Holstein
Lütjensee;22952;Schleswig-Holstein
Zarpen;23619;Schleswig-Holstein
Risum-Lindholm, Stedesand;25920;Schleswig-Holstein
Neuenkirchen;25792;Schleswig-Holstein
Ladelund;25926;Schleswig-Holstein
Behrendorf, Bondelum;25850;Schleswig-Holstein
Eggstedt;25721;Schleswig-Holstein
Brokdorf;25576;Schleswig-Holstein
Hanerau-Hademarschen, Seefeld u.a.;25557;Schleswig-Holstein
Wewelsfleth;25599;Schleswig-Holstein
Wrohm;25799;Schleswig-Holstein
Lübeck;23552;Schleswig-Holstein
Hohenaspe;25582;Schleswig-Holstein
Mittelangeln;24986;Schleswig-Holstein
Hetlingen;25491;Schleswig-Holstein
Fockbek;24787;Schleswig-Holstein
Brodersby, Goltoft;24864;Schleswig-Holstein
Steinfeld;24888;Schleswig-Holstein
Emkendorf;24802;Schleswig-Holstein
Hemdingen;25485;Schleswig-Holstein
Halstenbek;25469;Schleswig-Holstein
Holzdorf;24364;Schleswig-Holstein
Kaltenkirchen;24568;Schleswig-Holstein
Flintbek;24220;Schleswig-Holstein
Rickling;24635;Schleswig-Holstein
Kirchbarkau;24245;Schleswig-Holstein
Trappenkamp;24610;Schleswig-Holstein
Kuddewörde;22958;Schleswig-Holstein
Grönwohld;22956;Schleswig-Holstein
Erfde;24803;Schleswig-Holstein
Silberstedt, Schwittschau;24887;Schleswig-Holstein
Herzhorn, Kamerlanderdeich;25379;Schleswig-Holstein
Glücksburg, Munkbrarup;24960;Schleswig-Holstein
Wees;24999;Schleswig-Holstein
Hohenwestedt;24594;Schleswig-Holstein
Tolk, Twedt;24894;Schleswig-Holstein
Blekendorf;24327;Schleswig-Holstein
Gudow;23899;Schleswig-Holstein
Taarstedt;24893;Schleswig-Holstein
Barmstedt;25355;Schleswig-Holstein
Holtsee;24363;Schleswig-Holstein
Ellerbek;25474;Schleswig-Holstein
Struvenhütten;24643;Schleswig-Holstein
Siek;22962;Schleswig-Holstein
Rohlstorf;23821;Schleswig-Holstein
Geschendorf;23815;Schleswig-Holstein
Niebüll;25899;Schleswig-Holstein
Habel, Gröde;25869;Schleswig-Holstein
Büsum;25761;Schleswig-Holstein
Sankt Annen, Rehm-Flehde-Bargen;25776;Schleswig-Holstein
Medelby;24994;Schleswig-Holstein
Groß Rheide;24872;Schleswig-Holstein
Beringstedt;25575;Schleswig-Holstein
Büdelsdorf, Rickert;24782;Schleswig-Holstein
Klein Offenseth-Sparrieshoop;25365;Schleswig-Holstein
Felde;24242;Schleswig-Holstein
Rabenkirchen-Faulück;24407;Schleswig-Holstein
Norderstedt;22848;Schleswig-Holstein
Kisdorf;24629;Schleswig-Holstein
Schillsdorf;24637;Schleswig-Holstein
Wankendorf;24601;Schleswig-Holstein
Reinbek;21465;Schleswig-Holstein
Hoisdorf;22955;Schleswig-Holstein
Kollow;21527;Schleswig-Holstein
Linden, Barkenholm;25791;Schleswig-Holstein
Schafstedt, Weidenhof, Bornholt;25725;Schleswig-Holstein
Flensburg;24941;Schleswig-Holstein
Seestermühe;25371;Schleswig-Holstein
Kiebitzreihe;25368;Schleswig-Holstein
Ahrenshöft;25853;Schleswig-Holstein
Horstedt;25860;Schleswig-Holstein
Rantrum;25873;Schleswig-Holstein
Treia, Ahrenviölfeld;24896;Schleswig-Holstein
Bad Bramstedt;24576;Schleswig-Holstein
Loose;24366;Schleswig-Holstein
Melsdorf;24109;Schleswig-Holstein
Norderstedt;22851;Schleswig-Holstein
Großharrie;24625;Schleswig-Holstein
Kiel;24146;Schleswig-Holstein
Nehms;23813;Schleswig-Holstein
Hamfelde, Kasseburg, Köthel, Rausdorf, Schönberg;22929;Schleswig-Holstein
Lasbek;23847;Schleswig-Holstein
Lütjenburg;24321;Schleswig-Holstein
Pronstorf;23820;Schleswig-Holstein
Ziethen;23911;Schleswig-Holstein
Hamdorf;24805;Schleswig-Holstein
Fleckeby u.a.;24357;Schleswig-Holstein
Kummerfeld;25495;Schleswig-Holstein
Gnutz;24622;Schleswig-Holstein
Warder;24646;Schleswig-Holstein
Kiel;24107;Schleswig-Holstein
Neumünster;24534;Schleswig-Holstein
Mielkendorf;24247;Schleswig-Holstein
Sievershütten;24641;Schleswig-Holstein
Ammersbek;22949;Schleswig-Holstein
Tensfeld;23824;Schleswig-Holstein
Seedorf;23823;Schleswig-Holstein
Tellingstedt;25782;Schleswig-Holstein
Bollingstedt, Jübek;24855;Schleswig-Holstein
Sarkwitz;23629;Schleswig-Holstein
Bordelum;25852;Schleswig-Holstein
Dörpstedt;24869;Schleswig-Holstein
Meggerdorf, Friedrichsholm, Friedrichsgraben u.a.;24799;Schleswig-Holstein
Flensburg, Tastrup;24943;Schleswig-Holstein
Krempe, Grevenkop, Süderau, Muchelndorf;25361;Schleswig-Holstein
Münsterdorf;25587;Schleswig-Holstein
Lägerdorf;25566;Schleswig-Holstein
Böel;24401;Schleswig-Holstein
Waabs;24369;Schleswig-Holstein
Neumünster;24537;Schleswig-Holstein
Schmalfeld;24640;Schleswig-Holstein
Neumünster;24536;Schleswig-Holstein
Kronshagen;24119;Schleswig-Holstein
Börnhöved;24619;Schleswig-Holstein
Kiel;24149;Schleswig-Holstein
Witzhave;22969;Schleswig-Holstein
Geesthacht;21502;Schleswig-Holstein
Hamfelde, Kasseburg, Köthel, Rausdorf, Schönberg;22929;Schleswig-Holstein
Sandesneben u.a.;23898;Schleswig-Holstein
Grebin;24329;Schleswig-Holstein
Fehmarn;23769;Schleswig-Holstein
Borgstedt;24794;Schleswig-Holstein
Hamfelde, Kasseburg, Köthel, Rausdorf, Schönberg;22929;Schleswig-Holstein
Eutin, Süsel;23701;Schleswig-Holstein
Lübeck;23570;Schleswig-Holstein
Heiligenhafen;23774;Schleswig-Holstein
Kollmar, Pagensand;25377;Schleswig-Holstein
Selk, Geltdorf, Hahnekrug;24884;Schleswig-Holstein
Seester;25370;Schleswig-Holstein
Sörup;24966;Schleswig-Holstein
Tönning;25832;Schleswig-Holstein
Viöl;25884;Schleswig-Holstein
Kollmar, Pagensand;25377;Schleswig-Holstein
Nordstrand, Elisabeth-Sophien-Koog, Südfall;25845;Schleswig-Holstein
Ulsnis;24897;Schleswig-Holstein
Borstel-Hohenraden;25494;Schleswig-Holstein
Bordesholm;24582;Schleswig-Holstein
Kiel;24116;Schleswig-Holstein
Hamburg;22145;Schleswig-Holstein
Schönkirchen;24232;Schleswig-Holstein
Timmendorfer Strand;23669;Schleswig-Holstein
Grube;23749;Schleswig-Holstein
Kellenhusen;23746;Schleswig-Holstein
Ascheffel;24358;Schleswig-Holstein
Steinberg, Steinbergkirche;24972;Schleswig-Holstein
Eckernförde;24340;Schleswig-Holstein
Esgrus;24402;Schleswig-Holstein
Langwedel;24631;Schleswig-Holstein
Osdorf;24251;Schleswig-Holstein
Altenholz;24161;Schleswig-Holstein
Kiel;24147;Schleswig-Holstein
Plön;24306;Schleswig-Holstein
Hallig Hooge;25859;Schleswig-Holstein
Tating, Westerhever, Tümlauer Koog;25881;Schleswig-Holstein
Friedrichskoog;25718;Schleswig-Holstein
Barlt, Busenwurth;25719;Schleswig-Holstein
Albersdorf;25767;Schleswig-Holstein
Wacken;25596;Schleswig-Holstein
Lübeck;23558;Schleswig-Holstein
Ziethen;23911;Schleswig-Holstein
Stolk;24890;Schleswig-Holstein
Nübbel;24809;Schleswig-Holstein
Dollerup;24989;Schleswig-Holstein
Groß Wittensee;24361;Schleswig-Holstein
Sterup;24996;Schleswig-Holstein
Alveslohe;25486;Schleswig-Holstein
Gettorf u.a.;24214;Schleswig-Holstein
Norderstedt;22846;Schleswig-Holstein
Norderstedt;22844;Schleswig-Holstein
Maasholm, Schleimünde;24404;Schleswig-Holstein
Seth;23845;Schleswig-Holstein
Leezen;23816;Schleswig-Holstein
Laboe;24235;Schleswig-Holstein
Hohenfelde;24257;Schleswig-Holstein
Malente, Kirchnüchel;23714;Schleswig-Holstein
Habel, Gröde;25869;Schleswig-Holstein
Meldorf;25704;Schleswig-Holstein
Pahlen;25794;Schleswig-Holstein
Klein Wesenberg;23860;Schleswig-Holstein
Krummesse, Klempau;23628;Schleswig-Holstein
Breitenfelde, Lankau;23881;Schleswig-Holstein
Böklund u.a.;24860;Schleswig-Holstein
Osterrönfeld;24783;Schleswig-Holstein
Arnis, Marienhof;24399;Schleswig-Holstein
Wahlstedt;23812;Schleswig-Holstein
Kiel;24113;Schleswig-Holstein
Schmalensee;24638;Schleswig-Holstein
Selent;24238;Schleswig-Holstein
Trittau;22946;Schleswig-Holstein
Lunden;25774;Schleswig-Holstein
Mildstedt;25866;Schleswig-Holstein
Nordhastedt;25785;Schleswig-Holstein
Dannewerk;24867;Schleswig-Holstein
Todenbüttel;24819;Schleswig-Holstein
Elmshorn;25336;Schleswig-Holstein
Lütjenwestedt, Tackesdorf;25585;Schleswig-Holstein
Jagel, Lottorf;24878;Schleswig-Holstein
Schenefeld;22869;Schleswig-Holstein
Flintbek;24220;Schleswig-Holstein
Kiel;24105;Schleswig-Holstein
Probsteierhagen;24253;Schleswig-Holstein
Fargau-Pratjau;24256;Schleswig-Holstein
Hohenhorn;21526;Schleswig-Holstein
Reinfeld (Holstein);23858;Schleswig-Holstein
Bosau;23715;Schleswig-Holstein
Neufeld, Schmedeswurth;25724;Schleswig-Holstein
Brunsbüttel;25541;Schleswig-Holstein
Sankt Margarethen;25572;Schleswig-Holstein
Glückstadt;25348;Schleswig-Holstein
Großenbrode;23775;Schleswig-Holstein
Neustadt;23730;Schleswig-Holstein
Mohrkirch, Rügge;24405;Schleswig-Holstein
Nortorf;24589;Schleswig-Holstein
Neumünster;24536;Schleswig-Holstein
Norderstedt;22850;Schleswig-Holstein
Bönebüttel;24620;Schleswig-Holstein
Kiel;24114;Schleswig-Holstein
Wensin;23827;Schleswig-Holstein
Glasau;23719;Schleswig-Holstein
Neukirchen, Aventoft;25927;Schleswig-Holstein
Garding, Osterhever, Poppenbüll u.a.;25836;Schleswig-Holstein
Uelvesbüll, Witzwort;25889;Schleswig-Holstein
Großenwiehe, Lindewitt;24969;Schleswig-Holstein
Windbergen;25729;Schleswig-Holstein
Harrislee;24955;Schleswig-Holstein
Beidenfleth, Klein Kampen;25573;Schleswig-Holstein
Hohn;24806;Schleswig-Holstein
Tetenhusen;24817;Schleswig-Holstein
Itzehoe;25524;Schleswig-Holstein
Nübel;24881;Schleswig-Holstein
Busdorf;24866;Schleswig-Holstein
Amrum;25946;Schleswig-Holstein
Helgoland;27498;Schleswig-Holstein
Hattstedt u.a.;25856;Schleswig-Holstein
Burg (Dithmarschen);25712;Schleswig-Holstein
Holstenniendorf;25584;Schleswig-Holstein
Meggerdorf, Friedrichsholm, Friedrichsgraben u.a.;24799;Schleswig-Holstein
Oldenburg in Holstein;23758;Schleswig-Holstein
Neukirchen;23779;Schleswig-Holstein
Fehmarn;23769;Schleswig-Holstein
Brokstedt;24616;Schleswig-Holstein
Damp;24351;Schleswig-Holstein
Henstedt-Ulzburg;24558;Schleswig-Holstein
Bark;23826;Schleswig-Holstein
Kiel;24118;Schleswig-Holstein
Reinbek;21465;Schleswig-Holstein
Havetoft;24873;Schleswig-Holstein
Dägeling, Neuenbrook;25578;Schleswig-Holstein
Elmshorn;25335;Schleswig-Holstein
Hetlingen;25491;Schleswig-Holstein
Föhr;25938;Schleswig-Holstein
Dellstedt;25786;Schleswig-Holstein
Aukrug, Wiedenborstel;24613;Schleswig-Holstein
Tangstedt;25499;Schleswig-Holstein
Barsbüttel;22885;Schleswig-Holstein
Kiel;24148;Schleswig-Holstein
Hamburg;21039;Schleswig-Holstein
Sülfeld;23867;Schleswig-Holstein
Bad Segeberg;23795;Schleswig-Holstein
Seth;23845;Schleswig-Holstein
Hamfelde, Kasseburg, Köthel, Rausdorf, Schönberg;22929;Schleswig-Holstein
Lübeck;23556;Schleswig-Holstein
Haseldorf;25489;Schleswig-Holstein
Süderoog, Pellworm;25849;Schleswig-Holstein
Husum, Schwesing u.a.;25813;Schleswig-Holstein
Schwabstedt;25876;Schleswig-Holstein
Börm;24863;Schleswig-Holstein
Aukrug, Wiedenborstel;24613;Schleswig-Holstein
Schacht-Audorf;24790;Schleswig-Holstein
Bredenbek;24796;Schleswig-Holstein
Lentföhrden;24632;Schleswig-Holstein
Tangstedt;22889;Schleswig-Holstein
Lauenburg/Elbe;21481;Schleswig-Holstein
Malente, Kirchnüchel;23714;Schleswig-Holstein
Bad Schwartau;23611;Schleswig-Holstein
Lübeck;23564;Schleswig-Holstein
Wenningstedt-Braderup (Sylt);25996;Schleswig-Holstein
Kampen (Sylt);25999;Schleswig-Holstein
Horst;25358;Schleswig-Holstein
Struxdorf, Schnarup-Thumby;24891;Schleswig-Holstein
Jevenstedt;24808;Schleswig-Holstein
Rumohr;24254;Schleswig-Holstein
Großharrie;24625;Schleswig-Holstein
Kiel Russee;24111;Schleswig-Holstein
Schwentinetal;24223;Schleswig-Holstein
Brunstorf;21524;Schleswig-Holstein
Flensburg, Tastrup;24943;Schleswig-Holstein
Ottenbüttel;25591;Schleswig-Holstein
Idstedt;24879;Schleswig-Holstein
Osterstedt;25590;Schleswig-Holstein
Heist;25492;Schleswig-Holstein
Oland;25867;Schleswig-Holstein
Süderlügum, Braderup u.a.;25923;Schleswig-Holstein
Nordstrand, Elisabeth-Sophien-Koog, Südfall;25845;Schleswig-Holstein
Wesselburen;25764;Schleswig-Holstein
Sankt Annen, Rehm-Flehde-Bargen;25776;Schleswig-Holstein
Hemmingstedt;25770;Schleswig-Holstein
Süderhastedt;25727;Schleswig-Holstein
Wilster;25554;Schleswig-Holstein
Meggerdorf, Friedrichsholm, Friedrichsgraben u.a.;24799;Schleswig-Holstein
Schuby;24850;Schleswig-Holstein
Stockelsdorf;23617;Schleswig-Holstein
Lübeck St. Lorenz Nord;23554;Schleswig-Holstein
Handewitt;24976;Schleswig-Holstein
Flensburg;24939;Schleswig-Holstein
Wrist;25563;Schleswig-Holstein
Prisdorf;25497;Schleswig-Holstein
Rellingen;25462;Schleswig-Holstein
Kappeln;24376;Schleswig-Holstein
Glinde;21509;Schleswig-Holstein
Schwentinental;24222;Schleswig-Holstein
Ascheberg;24326;Schleswig-Holstein
Ascheberg;24326;Schleswig-Holstein
Schönberg (Holstein);24217;Schleswig-Holstein
Kröppelshagen-Fahrendorf;21529;Schleswig-Holstein
Seth;23845;Schleswig-Holstein
Ahrensbök;23623;Schleswig-Holstein
Pansdorf;23689;Schleswig-Holstein
Hörnum (Sylt);25997;Schleswig-Holstein
Alt Duvenstedt;24791;Schleswig-Holstein
Fahrdorf;24857;Schleswig-Holstein
Kellinghusen;25548;Schleswig-Holstein
Holm;25488;Schleswig-Holstein
Elmshorn;25337;Schleswig-Holstein
Kosel, Rieseby u.a.;24354;Schleswig-Holstein
Osterby;24367;Schleswig-Holstein
Brokstedt;24616;Schleswig-Holstein
Gelting;24395;Schleswig-Holstein
Neumünster;24539;Schleswig-Holstein
Groß Kummerfeld;24626;Schleswig-Holstein
Tangstedt;22889;Schleswig-Holstein
Dänischenhagen;24229;Schleswig-Holstein
Kiel;24159;Schleswig-Holstein
Bargfeld-Stegen;23863;Schleswig-Holstein
Ahrensburg;22926;Schleswig-Holstein
Wittenborn;23829;Schleswig-Holstein
Hoisdorf;22961;Schleswig-Holstein
Lasbek;23847;Schleswig-Holstein
Linau;22959;Schleswig-Holstein
Bredstedt, Breklum u.a.;25821;Schleswig-Holstein
Oldenswort;25870;Schleswig-Holstein
Leck;25917;Schleswig-Holstein
Högel;25858;Schleswig-Holstein
Haselund;25855;Schleswig-Holstein
Handewitt;24983;Schleswig-Holstein
Treia, Ahrenviölfeld;24896;Schleswig-Holstein
Oeversee;24988;Schleswig-Holstein
Kremperheide;25569;Schleswig-Holstein
Helgoland;27498;Schleswig-Holstein
Großsolt;24991;Schleswig-Holstein
Hohenlockstedt;25551;Schleswig-Holstein
Klein Wesenberg;23860;Schleswig-Holstein
Lübeck;23560;Schleswig-Holstein
Schönwalde am Bungsberg;23744;Schleswig-Holstein
Lübeck;23569;Schleswig-Holstein
Tetenbüll;25882;Schleswig-Holstein
Sankt Michaelisdonn,Gudendorf,Volsemenhusen,Trennewurth;25693;Schleswig-Holstein
Drage, Seeth;25878;Schleswig-Holstein
Albersdorf;25767;Schleswig-Holstein
Vaale;25594;Schleswig-Holstein
Meggerdorf, Friedrichsholm, Friedrichsgraben u.a.;24799;Schleswig-Holstein
Kropp u.a.;24848;Schleswig-Holstein
Barkelsby;24360;Schleswig-Holstein
Norderstedt;22844;Schleswig-Holstein
Todendorf;22965;Schleswig-Holstein
Trittau;22946;Schleswig-Holstein
Gülzow;21483;Schleswig-Holstein
Lübeck;23562;Schleswig-Holstein
Scharbeutz;23683;Schleswig-Holstein
Flensburg;24944;Schleswig-Holstein
Husby;24975;Schleswig-Holstein
Elmshorn;25335;Schleswig-Holstein
Reher;25593;Schleswig-Holstein
Sterley;23883;Schleswig-Holstein
Ratekau;23626;Schleswig-Holstein
Kiel;24107;Schleswig-Holstein
Kiel;24145;Schleswig-Holstein
Elmenhorst;23869;Schleswig-Holstein
Bad Oldesloe;23843;Schleswig-Holstein
Großhansdorf;22927;Schleswig-Holstein
Seth;23845;Schleswig-Holstein
Hamfelde, Kasseburg, Köthel, Rausdorf, Schönberg;22929;Schleswig-Holstein
Geesthacht;21502;Schleswig-Holstein
Nordstrand, Elisabeth-Sophien-Koog, Südfall;25845;Schleswig-Holstein
Eddelak, Averlak, Dingen, Ramhusen;25715;Schleswig-Holstein
Ostenfeld;25872;Schleswig-Holstein
Winnert;25887;Schleswig-Holstein
Jörl;24992;Schleswig-Holstein
Wanderup;24997;Schleswig-Holstein
Schaalby, Geelbek;24882;Schleswig-Holstein
Hennstedt;25581;Schleswig-Holstein
Wrist;25563;Schleswig-Holstein
Fitzbek;25579;Schleswig-Holstein
Sehestedt;24814;Schleswig-Holstein
Stoltebüll;24409;Schleswig-Holstein
Blumenthal;24241;Schleswig-Holstein
Börnhöved;24619;Schleswig-Holstein
Seth;23845;Schleswig-Holstein
Hamfelde, Kasseburg, Köthel, Rausdorf, Schönberg;22929;Schleswig-Holstein
Hamfelde, Kasseburg, Köthel, Rausdorf, Schönberg;22929;Schleswig-Holstein
Fuhlenhagen;21493;Schleswig-Holstein
Hallig Hooge;25859;Schleswig-Holstein
Süderoog, Pellworm;25849;Schleswig-Holstein
Kronprinzenkoog, Marne u.a.;25709;Schleswig-Holstein
Hennstedt;25779;Schleswig-Holstein
Joldelund;25862;Schleswig-Holstein
Stapel;25879;Schleswig-Holstein
Delve;25788;Schleswig-Holstein
Eggebek, Langstedt, Sollerup, Süderhackstedt;24852;Schleswig-Holstein
Borsfleth;25376;Schleswig-Holstein
Oldendorf;25588;Schleswig-Holstein
Woltersdorf, Müssen u.a.;21516;Schleswig-Holstein
Berkenthin;23919;Schleswig-Holstein
Lübeck;23566;Schleswig-Holstein
Breiholz, Tackesdorf-Nord;24797;Schleswig-Holstein
Schleswig;24837;Schleswig-Holstein
Langeneß;25863;Schleswig-Holstein
Pinneberg;25421;Schleswig-Holstein
Wasbek;24647;Schleswig-Holstein
Timmaspe;24644;Schleswig-Holstein
Wiemersdorf;24649;Schleswig-Holstein
Hartenholm;24628;Schleswig-Holstein
Hamburg, Oststeinbek;22113;Schleswig-Holstein
Seth;23845;Schleswig-Holstein
Tangstedt;22889;Schleswig-Holstein
Trittau;22946;Schleswig-Holstein
Aumühle;21521;Schleswig-Holstein
Steinburg;22964;Schleswig-Holstein
Ratzeburg;23909;Schleswig-Holstein
Lübeck Schlutup/St. Gertrud;23568;Schleswig-Holstein
Grömitz;23743;Schleswig-Holstein
Hamweddel;24816;Schleswig-Holstein
Brande-Hörnerkirchen;25364;Schleswig-Holstein
Westensee;24259;Schleswig-Holstein
Achterwehr;24239;Schleswig-Holstein
Boostedt;24598;Schleswig-Holstein
Melsdorf;24109;Schleswig-Holstein
Felm;24244;Schleswig-Holstein
Kiel;24106;Schleswig-Holstein
Kiel;24103;Schleswig-Holstein
Preetz;24211;Schleswig-Holstein
Hamburg, Oststeinbek;22113;Schleswig-Holstein
Trittau;22946;Schleswig-Holstein
Neuengörs;23818;Schleswig-Holstein
Sankt Peter-Ording;25826;Schleswig-Holstein
Bredstedt, Breklum u.a.;25821;Schleswig-Holstein
Schafflund, Meyn u.a.;24980;Schleswig-Holstein
Wester-Ohrstedt;25885;Schleswig-Holstein
Schafstedt, Weidenhof, Bornholt;25725;Schleswig-Holstein
Breitenfelde, Lankau;23881;Schleswig-Holstein
Bröthen;21514;Schleswig-Holstein
Rendsburg;24768;Schleswig-Holstein
Nusse;23896;Schleswig-Holstein
Mölln;23879;Schleswig-Holstein
Kasseedorf;23717;Schleswig-Holstein
Lensahn;23738;Schleswig-Holstein
Rodenäs;25924;Schleswig-Holstein
Friedrichskoog;25718;Schleswig-Holstein
Heide u.a.;25746;Schleswig-Holstein
Löwenstedt;25864;Schleswig-Holstein
Wohlde;24899;Schleswig-Holstein
Tarp;24963;Schleswig-Holstein
Ellingstedt;24870;Schleswig-Holstein
Sieverstedt;24885;Schleswig-Holstein
Wedel;22880;Schleswig-Holstein
Bargstedt, Brammer, Oldenbüttel;24793;Schleswig-Holstein
Rabenkirchen-Faulück;24407;Schleswig-Holstein
Großenaspe;24623;Schleswig-Holstein
Kiel;24113;Schleswig-Holstein
Bargfeld-Stegen;23863;Schleswig-Holstein
Aumühle;21521;Schleswig-Holstein
Tremsbüttel;22967;Schleswig-Holstein
List;25992;Schleswig-Holstein
Langenhorn, Ockholm u.a.;25842;Schleswig-Holstein
Wöhrden;25797;Schleswig-Holstein
Weddingstedt;25795;Schleswig-Holstein
Schenefeld;25560;Schleswig-Holstein
Dahme;23747;Schleswig-Holstein
Bargteheide, Delingsdorf u.a.;22941;Schleswig-Holstein
Heikendorf;24226;Schleswig-Holstein
Woltersdorf, Müssen u.a.;21516;Schleswig-Holstein
Scharbeutz, Süsel;23684;Schleswig-Holstein
Groß Grönau;23627;Schleswig-Holstein
Heringsdorf;23777;Schleswig-Holstein
Sylt;25980;Schleswig-Holstein
Süderbrarup;24392;Schleswig-Holstein
Ellerhoop;25373;Schleswig-Holstein
Padenstedt;24634;Schleswig-Holstein
Ellerau;25479;Schleswig-Holstein
Dörphof;24398;Schleswig-Holstein
Nettelsee;24250;Schleswig-Holstein
Kiel;24143;Schleswig-Holstein
Mönkeberg;24248;Schleswig-Holstein
Hamfelde, Kasseburg, Köthel, Rausdorf, Schönberg;22929;Schleswig-Holstein
Friedrichstadt, Koldenbüttel u.a.;25840;Schleswig-Holstein
Bergenhusen;24861;Schleswig-Holstein
Hollingstedt;24876;Schleswig-Holstein
Kropp u.a.;24848;Schleswig-Holstein
Flensburg;24937;Schleswig-Holstein
Elsdorf-Westermühlen;24800;Schleswig-Holstein
Owschlag u.a.;24811;Schleswig-Holstein
Langballig;24977;Schleswig-Holstein
Uetersen;25436;Schleswig-Holstein
Westermoor;25597;Schleswig-Holstein
Schülp bei Rendsburg;24813;Schleswig-Holstein
Westerrönfeld;24784;Schleswig-Holstein
Treffurt/Ifta;99830;Thüringen
Mihla;99826;Thüringen
Suhl, Marisfeld, Rohr u.a.;98530;Thüringen
Ebeleben;99713;Thüringen
Neuengönna u.a.;7778;Thüringen
Ranis;7389;Thüringen
Schleiz;7907;Thüringen
Steinach;96523;Thüringen
Bad Tennstedt;99955;Thüringen
Rockhausen, Klettbach;99102;Thüringen
Berga/Elster;7980;Thüringen
Geisa;36419;Thüringen
Bad Langensalza;99947;Thüringen
Waltershausen;99880;Thüringen
Suhl, Marisfeld, Rohr u.a.;98530;Thüringen
Suhl, Marisfeld, Rohr u.a.;98530;Thüringen
Gera;7551;Thüringen
Krölpa;7387;Thüringen
Veilsdorf;98669;Thüringen
Arnstadt;99338;Thüringen
Biberau, Masserberg;98666;Thüringen
Erfurt;99087;Thüringen
Ellrich;99755;Thüringen
Tanna;7922;Thüringen
Gera;7548;Thüringen
Berga/Elster;7980;Thüringen
Nesse-Apfelstädt, Nottleben;99192;Thüringen
Kyffhäuserland;99707;Thüringen
Jena, Bucha, Großpürschütz u.a.;7751;Thüringen
Jena;7749;Thüringen
Udestedt, Mönchenholzhausen u.a.;99198;Thüringen
Saalfeld/Saale;7318;Thüringen
Blankenhain;99444;Thüringen
Rastenberg;99636;Thüringen
Stadtlengsfeld, Weilar, Urnshausen;36457;Thüringen
Viernau u.a.;98547;Thüringen
Werther Hohenstein Wolkramshausen;99735;Thüringen
Krayenberggemeinde, Frauensee;36460;Thüringen
Bad Liebenstein;36448;Thüringen
Wutha-Farnroda;99848;Thüringen
Tabarz/ Thür. Wald;99891;Thüringen
Erfurt;99092;Thüringen
Katzhütte;98746;Thüringen
Erfurt;99097;Thüringen
Sömmerda;99610;Thüringen
Kaulsdorf;7338;Thüringen
Gefell;7926;Thüringen
Hermsdorf;7629;Thüringen
Crossen, Heideland u.a.;7613;Thüringen
Buttstädt, Großbrembach, Kleinbrembach;99628;Thüringen
Weida, Harth-Pöllnitz, Wünschendorf;7570;Thüringen
Nobitz, Göhren, Windischleuba;4603;Thüringen
Vacha, Unterbreizbach;36404;Thüringen
Römhild;98630;Thüringen
Großengottern, Heroldishausen;99991;Thüringen
Döschnitz, Sitzendorf, Rohrbach;7429;Thüringen
Tambach-Dietharz/ Thür.;99897;Thüringen
Nordhausen;99734;Thüringen
Oberhof;98559;Thüringen
Schleusegrund;98667;Thüringen
Erfurt;99095;Thüringen
Rockhausen, Klettbach;99102;Thüringen
